Date,Price,Open,High,Low,Vol.,Change %
12/01/2019,587.25,568.50,596.00,565.50,240.36K,2.67%
11/24/2019,572.00,584.25,596.00,566.75,230.37K,-1.68%
11/17/2019,581.75,590.00,591.00,557.00,408.57K,-0.94%
11/10/2019,587.25,582.50,592.00,563.00,345.76K,1.86%
11/03/2019,576.50,586.00,596.50,566.50,218.89K,-0.26%
10/27/2019,578.00,598.50,600.75,563.75,270.68K,-3.30%
10/20/2019,597.75,588.75,602.50,578.25,380.01K,1.44%
10/13/2019,589.25,595.00,595.00,572.75,392.81K,-1.09%
10/06/2019,595.75,578.50,597.50,573.50,280.43K,2.76%
09/29/2019,579.75,600.75,600.75,557.50,255.82K,-3.74%
09/22/2019,602.25,621.00,621.00,588.25,297.55K,-2.43%
09/15/2019,617.25,615.00,673.50,602.50,659.47K,7.53%
09/08/2019,574.00,585.00,603.25,567.50,498.98K,-0.56%
09/01/2019,577.25,564.75,589.75,548.25,459.11K,2.67%
08/25/2019,562.25,554.50,576.00,553.25,406.64K,0.67%
08/18/2019,558.50,559.50,579.00,554.25,375.06K,-0.53%
08/11/2019,561.50,553.25,583.50,552.50,308.85K,0.90%
08/04/2019,556.50,581.00,581.00,534.00,494.00K,-3.97%
07/28/2019,579.50,586.25,606.75,564.00,344.59K,-1.11%
07/21/2019,586.00,583.50,599.25,581.00,260.63K,1.43%
07/14/2019,577.75,608.00,610.50,569.25,289.14K,-4.94%
07/07/2019,607.75,580.75,616.25,576.50,484.58K,4.87%
06/30/2019,579.50,596.50,607.75,570.50,308.12K,-3.01%
06/23/2019,597.50,593.00,605.25,580.75,279.41K,1.44%
06/16/2019,589.00,562.50,595.00,549.25,298.37K,4.11%
06/09/2019,565.75,562.25,568.25,544.75,402.28K,1.03%
06/02/2019,560.00,565.75,573.00,536.75,511.41K,-3.03%
05/26/2019,577.50,611.50,625.25,564.00,336.54K,-4.39%
05/19/2019,604.00,649.00,655.25,600.75,596.70K,-7.36%
05/12/2019,652.00,633.00,661.00,624.25,520.62K,2.48%
05/05/2019,636.25,636.25,643.50,623.50,545.07K,-1.13%
04/28/2019,643.50,629.00,644.25,622.00,729.16K,3.08%
04/21/2019,624.25,633.75,652.25,620.75,378.59K,-1.92%
04/14/2019,636.50,634.25,642.50,628.50,270.06K,0.55%
04/07/2019,633.00,625.00,637.00,620.50,197.40K,2.43%
03/31/2019,618.00,605.00,624.50,604.75,190.24K,2.11%
03/24/2019,605.25,602.50,613.25,594.75,222.19K,1.34%
03/17/2019,597.25,605.00,620.25,595.25,358.13K,-1.57%
03/10/2019,606.75,618.25,622.75,602.00,276.80K,-0.57%
03/03/2019,610.25,615.50,629.00,603.50,233.26K,-0.69%
02/24/2019,614.50,621.25,633.25,604.25,249.47K,-1.21%
02/17/2019,622.00,620.00,626.25,606.00,325.22K,1.06%
02/10/2019,615.50,582.50,607.25,578.75,232.00K,5.67%
02/03/2019,582.50,583.50,590.75,570.00,158.85K,0.73%
01/27/2019,578.25,568.75,587.75,552.50,236.15K,1.80%
01/20/2019,568.00,572.75,579.00,561.00,188.40K,-1.09%
01/13/2019,574.25,567.75,577.75,554.75,340.63K,1.01%
01/06/2019,568.50,535.50,579.50,535.50,198.88K,7.57%
12/30/2018,528.50,494.00,542.50,491.25,152.40K,7.15%
12/23/2018,493.25,511.50,519.75,483.25,139.83K,-4.27%
12/16/2018,515.25,555.75,561.25,505.50,328.47K,-7.37%
12/09/2018,556.25,578.25,579.50,549.75,176.18K,-5.28%
12/02/2018,587.25,564.00,600.00,554.50,190.10K,6.63%
11/25/2018,550.75,574.25,588.25,543.75,277.10K,-4.51%
11/18/2018,576.75,634.50,640.25,573.00,401.95K,-8.92%
11/11/2018,633.25,687.00,713.75,625.25,449.94K,-3.54%
11/04/2018,656.50,662.25,688.50,647.00,832.63K,-1.68%
10/28/2018,667.75,708.00,710.25,662.50,661.82K,-5.18%
10/21/2018,704.25,711.00,715.25,684.50,638.02K,-0.81%
10/14/2018,710.00,717.00,720.75,700.25,479.91K,-0.53%
10/07/2018,713.75,738.25,749.00,702.00,652.42K,-3.77%
09/30/2018,741.75,725.00,753.50,722.75,552.42K,2.42%
09/23/2018,724.25,688.75,727.75,685.25,381.89K,5.23%
09/16/2018,688.25,680.00,697.25,674.25,444.25K,1.32%
09/09/2018,679.25,683.75,698.25,673.50,626.44K,0.30%
09/02/2018,677.25,692.75,710.75,674.50,512.58K,-2.13%
08/26/2018,692.00,678.50,695.75,675.75,321.26K,1.62%
08/19/2018,681.00,646.75,682.50,644.75,439.61K,5.05%
08/12/2018,648.25,658.00,668.25,638.00,308.82K,-1.26%
08/05/2018,656.50,652.00,666.25,642.50,472.68K,0.69%
07/29/2018,652.00,662.25,667.00,638.25,399.00K,-2.32%
07/22/2018,667.50,644.75,668.50,643.00,311.16K,3.37%
07/15/2018,645.75,653.25,655.50,627.00,272.47K,-1.60%
07/08/2018,656.25,665.00,683.50,636.00,498.31K,-1.28%
07/01/2018,664.75,674.50,674.75,656.25,334.42K,-1.77%
06/24/2018,676.75,649.00,679.50,638.00,414.51K,4.72%
06/17/2018,646.25,635.75,655.00,632.00,398.26K,0.86%
06/10/2018,640.75,666.25,671.25,635.75,451.99K,-4.01%
06/03/2018,667.50,669.00,672.25,648.00,568.97K,-0.07%
05/27/2018,668.00,671.25,689.50,662.00,422.02K,-1.11%
05/20/2018,675.50,689.75,700.75,672.00,416.93K,-2.56%
05/13/2018,693.25,673.50,701.00,670.25,379.81K,2.59%
05/06/2018,675.75,657.00,679.00,640.25,600.92K,4.12%
04/29/2018,649.00,650.75,660.00,636.25,570.34K,-0.12%
04/22/2018,649.75,641.75,653.75,636.50,427.09K,1.88%
04/15/2018,637.75,641.25,648.25,619.50,504.44K,0.08%
04/08/2018,637.25,600.25,648.75,599.25,643.37K,6.03%
04/01/2018,601.00,619.00,623.50,598.00,454.06K,-2.75%
03/25/2018,618.00,612.25,624.00,607.75,380.76K,1.06%
03/18/2018,611.50,582.00,614.75,578.00,427.66K,5.20%
03/11/2018,581.25,576.25,584.00,562.50,391.61K,0.96%
03/04/2018,575.75,573.25,579.50,563.25,537.79K,1.90%
02/25/2018,565.00,595.50,602.25,558.50,544.15K,-4.60%
02/18/2018,592.25,569.75,596.75,569.75,276.27K,3.63%
02/11/2018,571.50,551.25,574.25,542.00,599.32K,2.83%
02/04/2018,555.75,608.75,608.75,546.25,857.80K,-8.97%
01/28/2018,610.50,630.00,630.00,608.25,473.80K,-2.94%
01/21/2018,629.00,612.75,631.25,607.75,479.53K,3.37%
01/14/2018,608.50,617.75,622.50,606.00,449.58K,-0.65%
01/07/2018,612.50,605.00,619.00,601.75,494.03K,1.24%
12/31/2017,605.00,605.50,619.75,597.50,362.72K,0.54%
12/24/2017,601.75,585.25,607.25,581.00,217.20K,4.29%
12/17/2017,577.00,564.75,585.00,563.25,207.62K,2.03%
12/10/2017,565.50,563.25,583.00,555.00,433.60K,0.04%
12/03/2017,565.25,566.00,569.25,544.00,445.69K,-0.66%
11/26/2017,569.00,565.25,571.50,550.75,406.90K,0.71%
11/19/2017,565.00,563.50,569.25,553.50,302.43K,0.40%
11/12/2017,562.75,568.75,569.00,551.25,325.13K,-1.10%
11/05/2017,569.00,555.00,571.00,552.00,549.25K,3.97%
10/29/2017,547.25,543.00,555.75,537.75,455.71K,0.60%
10/22/2017,544.00,528.25,546.25,517.00,433.51K,3.13%
10/15/2017,527.50,526.50,538.75,516.50,427.81K,0.09%
10/08/2017,527.00,516.75,530.25,510.25,592.35K,2.18%
10/01/2017,515.75,541.25,541.25,514.25,494.61K,-4.89%
09/24/2017,542.25,534.50,550.50,531.00,388.56K,1.45%
09/17/2017,534.50,528.25,535.75,517.50,309.23K,1.23%
09/10/2017,528.00,525.75,528.50,507.50,515.62K,0.76%
09/03/2017,524.00,514.00,534.25,498.75,551.87K,2.90%
08/27/2017,509.25,482.50,513.75,478.25,586.80K,6.04%
08/20/2017,480.25,482.50,487.75,466.50,389.58K,1.53%
08/13/2017,473.00,483.50,487.75,459.25,336.88K,-2.02%
08/06/2017,482.75,487.75,495.25,475.00,456.75K,-1.08%
07/30/2017,488.00,487.75,501.75,477.75,504.31K,0.62%
07/23/2017,485.00,448.75,487.25,446.25,390.48K,7.06%
07/16/2017,453.00,449.50,466.75,443.25,434.53K,1.12%
07/09/2017,448.00,429.75,451.00,424.50,488.03K,4.67%
07/02/2017,428.00,442.00,453.00,423.00,536.41K,-1.83%
06/25/2017,436.00,409.75,441.75,405.50,439.07K,5.89%
06/18/2017,411.75,424.00,428.50,403.50,310.25K,-2.95%
06/11/2017,424.25,426.00,433.25,419.00,332.73K,-0.70%
06/04/2017,427.25,439.75,446.00,418.25,571.93K,-2.68%
05/28/2017,439.00,464.75,468.00,433.25,452.36K,-4.77%
05/21/2017,461.00,474.50,485.25,453.75,503.14K,-2.64%
05/14/2017,473.50,449.25,474.50,449.25,363.91K,5.40%
05/07/2017,449.25,436.00,453.50,430.00,556.76K,3.28%
04/30/2017,435.00,456.50,457.25,413.00,515.46K,-4.50%
04/23/2017,455.50,469.00,475.50,452.50,428.61K,-2.83%
04/16/2017,468.75,499.00,499.50,466.75,247.21K,-6.11%
04/09/2017,499.25,489.50,503.25,489.50,352.78K,2.04%
04/02/2017,489.25,475.75,495.25,468.50,433.11K,3.87%
03/26/2017,471.00,455.50,476.00,447.25,315.05K,4.49%
03/19/2017,450.75,460.00,464.00,446.25,248.84K,-1.69%
03/12/2017,458.50,458.00,465.25,449.25,247.39K,-0.27%
03/05/2017,459.75,489.50,497.50,454.75,528.87K,-5.60%
02/26/2017,487.00,497.25,504.00,483.50,496.01K,-1.96%
02/19/2017,496.75,498.00,508.00,490.25,317.84K,0.86%
02/12/2017,492.50,505.50,506.00,490.75,204.60K,-2.18%
02/05/2017,503.50,503.25,505.50,486.00,483.26K,0.50%
01/29/2017,501.00,489.00,510.75,486.25,466.73K,2.24%
01/22/2017,490.00,492.50,499.50,485.25,375.22K,-0.86%
01/15/2017,494.25,492.75,505.00,478.50,335.44K,0.46%
01/08/2017,492.00,501.00,501.50,473.50,530.68K,-1.35%
01/01/2017,498.75,507.25,518.75,489.00,375.97K,-1.19%
12/25/2016,504.75,495.75,509.50,491.25,139.96K,3.43%
12/18/2016,488.00,495.25,497.25,481.75,200.54K,-1.21%
12/11/2016,494.00,491.00,502.50,478.25,320.59K,3.46%
12/04/2016,477.50,477.25,486.50,467.50,507.25K,-0.16%
11/27/2016,478.25,429.75,481.00,422.75,515.80K,9.63%
11/20/2016,436.25,430.75,458.50,429.25,304.04K,2.17%
11/13/2016,427.00,409.50,434.50,403.75,253.81K,4.02%
11/06/2016,410.50,417.25,427.25,409.00,479.21K,-1.79%
10/30/2016,418.00,456.00,459.00,414.75,686.26K,-9.57%
10/23/2016,462.25,470.75,471.50,453.75,389.92K,-0.70%
10/16/2016,465.50,465.50,476.75,458.50,299.08K,0.54%
10/09/2016,463.00,466.50,481.50,460.50,476.16K,-1.17%
10/02/2016,468.50,450.50,473.25,446.50,428.22K,4.63%
09/25/2016,447.75,418.00,451.00,410.75,482.99K,4.80%
09/18/2016,427.25,412.75,434.25,404.75,306.54K,3.08%
09/11/2016,414.50,419.25,428.00,407.75,343.35K,-3.04%
09/04/2016,427.50,411.50,437.75,408.00,434.20K,3.26%
08/28/2016,414.00,437.75,442.50,402.50,378.17K,-6.49%
08/21/2016,442.75,451.25,451.25,433.25,326.88K,-1.06%
08/14/2016,447.50,420.00,454.50,418.75,260.49K,7.64%
08/07/2016,415.75,383.00,420.00,382.25,430.75K,9.91%
07/31/2016,378.25,376.50,386.00,360.25,440.81K,0.27%
07/24/2016,377.25,403.00,405.00,371.25,336.69K,-5.92%
07/17/2016,401.00,419.75,422.25,399.00,334.64K,-4.58%
07/10/2016,420.25,412.75,432.00,409.25,453.99K,1.45%
07/03/2016,414.25,448.75,449.75,410.50,488.41K,-5.64%
06/26/2016,439.00,436.25,457.25,422.25,393.78K,0.23%
06/19/2016,438.00,444.75,458.25,428.25,283.82K,0.57%
06/12/2016,435.50,452.50,455.25,422.25,237.64K,-3.54%
06/05/2016,451.50,444.50,470.50,442.50,461.91K,1.86%
05/29/2016,443.25,447.00,455.25,436.50,336.40K,-1.28%
05/22/2016,449.00,443.25,454.50,434.50,360.23K,1.70%
05/15/2016,441.50,421.75,447.75,421.50,459.11K,4.81%
05/08/2016,421.25,400.25,423.00,380.25,478.54K,4.85%
05/01/2016,401.75,412.00,415.50,388.25,348.00K,-2.96%
04/24/2016,414.00,393.75,422.75,387.25,359.17K,4.09%
04/17/2016,397.75,361.00,402.50,349.75,415.68K,8.01%
04/10/2016,368.25,355.75,386.75,351.25,422.10K,2.94%
04/03/2016,357.75,337.75,358.25,317.00,436.43K,5.45%
03/27/2016,339.25,364.00,366.75,337.75,284.45K,-6.86%
03/20/2016,364.25,376.75,380.00,355.25,240.72K,-3.64%
03/13/2016,378.00,368.25,384.00,351.00,267.72K,1.96%
03/06/2016,370.75,348.75,375.50,347.00,506.71K,8.41%
02/28/2016,342.00,318.25,348.50,317.25,406.49K,3.40%
02/21/2016,330.75,310.75,336.00,304.00,400.77K,5.50%
02/14/2016,313.50,319.00,336.50,305.25,284.52K,-1.18%
02/07/2016,317.25,311.00,319.25,281.00,439.89K,1.12%
01/31/2016,313.75,318.00,328.50,290.00,479.98K,0.56%
01/24/2016,312.00,299.25,329.50,269.75,525.12K,7.40%
01/17/2016,290.50,282.00,299.50,253.00,342.46K,1.57%
01/10/2016,286.00,311.00,311.00,281.50,409.94K,-6.76%
01/03/2016,306.75,342.25,354.25,306.25,518.81K,-8.23%
12/27/2015,334.25,346.75,352.00,331.75,154.84K,-3.74%
12/20/2015,347.25,341.75,351.25,336.00,168.14K,-1.14%
12/13/2015,351.25,354.00,366.50,335.50,306.21K,-0.78%
12/06/2015,354.00,402.75,403.75,350.25,517.81K,-12.05%
11/29/2015,402.50,422.25,431.00,391.50,583.22K,-5.13%
11/22/2015,424.25,426.00,440.25,420.50,386.63K,-0.82%
11/15/2015,427.75,429.75,435.25,419.25,325.93K,-0.75%
11/08/2015,431.00,455.25,462.25,427.00,454.12K,-4.80%
11/01/2015,452.75,459.00,479.25,450.50,501.79K,-1.58%
10/25/2015,460.00,447.25,465.50,434.00,403.62K,2.34%
10/18/2015,449.50,467.25,467.25,443.75,357.84K,-2.71%
10/11/2015,462.00,486.00,492.75,453.50,470.77K,-5.04%
10/04/2015,486.50,465.00,499.50,463.00,605.59K,6.69%
09/27/2015,456.00,468.75,481.00,455.25,443.02K,-2.93%
09/20/2015,469.75,462.75,486.00,460.75,365.55K,0.64%
09/13/2015,466.75,476.25,483.50,459.75,303.12K,-1.99%
09/06/2015,476.25,486.00,489.50,464.75,457.42K,-2.71%
08/30/2015,489.50,488.00,519.25,470.75,509.07K,1.50%
08/23/2015,482.25,452.50,492.75,425.50,450.34K,7.77%
08/16/2015,447.50,475.50,482.50,446.25,268.14K,-6.58%
08/09/2015,479.00,468.75,492.00,468.50,423.04K,1.86%
08/02/2015,470.25,485.00,487.75,466.50,469.15K,-4.52%
07/26/2015,492.50,503.25,504.00,484.00,365.98K,-2.33%
07/19/2015,504.25,516.75,520.75,500.75,265.96K,-2.37%
07/12/2015,516.50,539.50,544.25,514.50,322.64K,-3.37%
07/05/2015,534.50,558.50,566.75,515.75,553.30K,-4.00%
06/28/2015,556.75,572.75,585.50,554.75,358.39K,-3.38%
06/21/2015,576.25,570.00,594.50,568.75,343.24K,0.52%
06/14/2015,573.25,581.50,597.50,571.00,279.03K,-2.47%
06/07/2015,587.75,573.25,602.50,570.25,471.83K,3.48%
05/31/2015,568.00,599.50,602.00,561.75,428.36K,-4.30%
05/24/2015,593.50,600.50,606.75,565.75,301.27K,-1.04%
05/17/2015,599.75,613.75,620.00,588.25,297.07K,-1.84%
05/10/2015,611.00,597.25,620.50,588.50,378.63K,2.69%
05/03/2015,595.00,601.50,628.25,587.25,490.21K,-0.79%
04/26/2015,599.75,590.00,605.50,579.00,336.67K,1.95%
04/19/2015,588.25,578.50,592.25,560.25,288.33K,1.60%
04/12/2015,579.00,537.50,587.00,537.50,378.84K,7.47%
04/05/2015,538.75,513.00,546.50,513.00,407.62K,5.17%
03/29/2015,512.25,530.00,539.75,509.00,328.05K,-4.83%
03/22/2015,538.25,522.50,549.50,514.25,364.01K,3.06%
03/15/2015,522.25,517.75,538.75,502.75,294.50K,-0.05%
03/08/2015,522.50,559.50,569.50,515.75,439.99K,-8.29%
03/01/2015,569.75,587.00,587.00,560.50,414.93K,-1.89%
02/22/2015,580.75,571.25,589.50,554.50,412.42K,1.53%
02/15/2015,572.00,581.25,586.00,549.50,404.29K,-1.00%
02/08/2015,577.75,557.25,581.75,536.25,526.52K,4.95%
02/01/2015,550.50,498.75,558.75,494.00,661.49K,15.41%
01/25/2015,477.00,474.00,504.25,468.00,405.34K,0.10%
01/18/2015,476.50,482.25,489.25,466.75,345.57K,0.69%
01/11/2015,473.25,482.75,498.00,456.25,365.27K,-1.15%
01/04/2015,478.75,520.00,523.75,478.00,466.14K,-9.20%
12/28/2014,527.25,548.75,556.25,519.25,187.80K,-3.96%
12/21/2014,549.00,566.25,575.25,543.75,138.85K,-1.83%
12/14/2014,559.25,578.50,586.50,549.50,321.94K,-3.66%
12/07/2014,580.50,615.50,615.50,573.00,365.92K,-5.95%
11/30/2014,617.25,632.00,652.00,614.50,389.58K,-5.66%
11/23/2014,654.25,705.00,707.00,630.25,322.12K,-6.74%
11/16/2014,701.50,704.00,713.50,685.50,313.15K,0.97%
11/09/2014,694.75,742.75,754.00,685.75,464.60K,-5.99%
11/02/2014,739.00,746.50,754.25,718.50,572.84K,-0.30%
10/26/2014,741.25,740.00,760.25,728.75,431.58K,0.58%
10/19/2014,737.00,744.00,747.25,726.75,346.78K,-0.03%
10/12/2014,737.25,775.25,775.25,718.25,468.17K,-3.47%
10/05/2014,763.75,785.50,792.50,751.50,467.78K,-2.24%
09/28/2014,781.25,817.00,823.50,780.50,424.81K,-4.23%
09/21/2014,815.75,826.75,827.50,807.50,342.18K,-1.27%
09/14/2014,826.25,834.25,842.75,823.75,239.57K,-1.11%
09/07/2014,835.50,861.00,861.00,826.50,401.69K,-2.25%
08/31/2014,854.75,868.75,872.75,851.00,394.59K,-1.58%
08/24/2014,868.50,861.50,876.50,858.50,351.55K,0.52%
08/17/2014,864.00,870.50,871.75,857.00,267.08K,-0.83%
08/10/2014,871.25,880.50,891.50,864.75,355.51K,-1.36%
08/03/2014,883.25,883.75,895.75,870.75,436.44K,-0.28%
07/27/2014,885.75,900.00,901.25,880.75,338.37K,-1.01%
07/20/2014,894.75,882.25,902.00,881.00,312.29K,0.76%
07/13/2014,888.00,888.00,893.00,876.25,257.70K,-0.03%
07/06/2014,888.25,901.00,902.25,882.25,359.49K,-1.44%
06/29/2014,901.25,924.50,924.50,900.50,300.86K,-2.51%
06/22/2014,924.50,940.00,943.50,923.75,305.75K,-1.49%
06/15/2014,938.50,924.25,947.00,921.00,302.89K,1.62%
06/08/2014,923.50,886.50,931.75,885.75,403.67K,4.23%
06/01/2014,886.00,897.00,897.50,881.00,364.15K,-0.87%
05/25/2014,893.75,911.75,916.25,892.50,341.16K,-2.03%
05/18/2014,912.25,910.75,916.00,904.50,300.08K,-0.16%
05/11/2014,913.75,901.00,915.00,898.25,272.66K,1.33%
05/04/2014,901.75,904.75,909.50,893.00,457.01K,-0.55%
04/27/2014,906.75,919.50,923.00,893.50,360.98K,-1.12%
04/20/2014,917.00,925.25,928.75,914.25,297.28K,-0.89%
04/13/2014,925.25,900.00,926.50,900.00,278.68K,2.52%
04/06/2014,902.50,892.75,908.00,882.25,386.71K,1.04%
03/30/2014,893.25,901.50,903.75,873.25,375.39K,-1.08%
03/23/2014,903.00,897.00,907.00,892.00,271.23K,0.22%
03/16/2014,901.00,903.25,903.75,885.25,258.68K,-0.11%
03/09/2014,902.00,911.50,912.75,889.25,384.86K,-1.15%
03/02/2014,912.50,921.25,944.25,900.75,493.38K,-0.63%
02/23/2014,918.25,927.50,932.75,912.50,361.76K,-0.97%
02/16/2014,927.25,921.00,938.75,919.50,261.81K,1.17%
02/09/2014,916.50,922.50,927.75,913.00,411.66K,0.05%
02/02/2014,916.00,909.00,926.00,894.50,505.75K,0.47%
01/26/2014,911.75,920.00,921.00,904.00,491.15K,-0.38%
01/19/2014,915.25,907.50,920.00,901.25,349.88K,0.55%
01/12/2014,910.25,905.75,911.00,893.75,368.54K,1.20%
01/05/2014,899.50,908.75,916.75,896.50,452.48K,-1.07%
12/29/2013,909.25,956.00,956.00,904.75,237.97K,-4.79%
12/22/2013,955.00,944.50,957.00,939.75,117.48K,1.25%
12/15/2013,943.25,918.00,947.25,914.25,240.75K,2.89%
12/08/2013,916.75,945.00,946.25,915.75,312.95K,-2.71%
12/01/2013,942.25,937.75,953.25,932.50,399.47K,-0.05%
11/24/2013,942.75,934.25,947.75,918.50,269.31K,0.53%
11/17/2013,937.75,915.00,943.75,900.75,313.57K,2.88%
11/10/2013,911.50,891.00,915.25,888.00,336.79K,2.42%
11/03/2013,890.00,901.25,907.50,882.50,496.83K,-1.82%
10/27/2013,906.50,906.75,932.25,901.00,485.53K,0.19%
10/20/2013,904.75,934.25,941.75,902.00,423.75K,-3.03%
10/13/2013,933.00,932.25,944.00,921.50,442.84K,0.24%
10/06/2013,930.75,923.25,947.00,913.75,566.24K,1.00%
09/29/2013,921.50,915.00,931.50,903.00,410.84K,-0.49%
09/22/2013,926.00,923.25,927.00,900.25,430.16K,0.24%
09/15/2013,923.75,944.00,949.50,914.75,372.36K,-2.27%
09/08/2013,945.25,965.00,967.75,934.75,438.50K,-2.65%
09/01/2013,971.00,956.25,971.75,946.25,381.68K,0.18%
08/25/2013,969.25,945.50,985.50,938.50,441.83K,2.78%
08/18/2013,943.00,943.00,947.50,930.25,330.18K,0.08%
08/11/2013,942.25,908.00,943.50,908.00,312.22K,4.06%
08/04/2013,905.50,926.00,930.75,893.50,394.02K,-2.16%
07/28/2013,925.50,913.25,936.00,899.25,362.93K,1.48%
07/21/2013,912.00,927.50,930.75,908.00,304.54K,-1.54%
07/14/2013,926.25,916.75,931.25,911.00,356.75K,1.04%
07/07/2013,916.75,913.00,919.25,904.50,415.83K,0.96%
06/30/2013,908.00,876.00,913.00,869.50,460.33K,3.51%
06/23/2013,877.25,855.00,882.50,850.50,478.21K,2.45%
06/16/2013,856.25,895.75,901.75,852.75,340.50K,-4.60%
06/09/2013,897.50,873.00,900.50,854.50,465.49K,2.81%
06/02/2013,873.00,839.00,877.25,835.25,570.04K,3.25%
05/26/2013,845.50,857.75,878.50,839.75,356.06K,-1.20%
05/19/2013,855.75,881.25,886.00,847.75,367.62K,-2.42%
05/12/2013,877.00,867.25,883.75,847.25,365.86K,2.96%
05/05/2013,851.75,860.25,875.25,850.25,515.10K,-1.19%
04/28/2013,862.00,862.75,864.50,824.00,419.52K,-0.06%
04/21/2013,862.50,836.50,868.25,832.00,358.24K,3.11%
04/14/2013,836.50,865.75,866.00,820.25,372.17K,-2.68%
